journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
JOURNAL OF APPLIED GERONTOLOGY,green,75,1,6,4,6,44,0
SYNTHETIC COMMUNICATIONS,green,43,0,0,0,0,0,0
AUTOMATIKA,green,279,0,0,0,0,3,0
AGING & MENTAL HEALTH,green,230,20,24,23,18,145,0
RISK MANAGEMENT-JOURNAL OF RISK CRISIS AND DISASTER,green,1,0,0,0,0,0,0
PREHOSPITAL AND DISASTER MEDICINE,green,32,0,9,1,3,26,1
PSYCHIATRISCHE PRAXIS,green,5,0,0,0,0,1,0
JOURNAL OF SOLUTION CHEMISTRY,green,27,0,0,0,0,1,0
HYDROMETALLURGY,green,74,1,0,1,0,9,1
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,green,68,10,46,2,1,57,2
IET SOFTWARE,green,11,0,0,0,0,2,0
MOVIMENTO,green,14,0,1,0,0,1,0
JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,green,37,1,3,1,2,9,0
JOURNAL OF EMERGENCY MEDICINE,green,87,19,16,6,3,58,3
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,green,307,21,25,20,1,200,1
HOMEOPATHY,green,6,0,4,1,0,5,0
POLITICAL SCIENCE QUARTERLY,green,8,1,0,1,0,3,0
HERALD OF THE RUSSIAN ACADEMY OF SCIENCES,green,2,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF BILINGUAL EDUCATION AND BILINGUALISM,green,36,2,2,1,0,12,2
BIOMOLECULES & THERAPEUTICS,green,353,3,13,7,0,71,3
JOURNAL OF CRUSTACEAN BIOLOGY,green,26,1,2,1,0,8,3
CONTEMPORARY PSYCHOANALYSIS,green,1,0,1,0,0,1,0
MOLLUSCAN RESEARCH,green,3,0,0,0,0,1,0
JOURNAL OF ORTHOPAEDIC SURGERY,green,21,0,0,0,0,3,0
CRETACEOUS RESEARCH,green,72,4,24,9,0,45,38
CELLULAR AND MOLECULAR BIOENGINEERING,green,129,1,68,1,0,85,0
APPLIED LINGUISTICS,green,45,2,8,0,1,33,1
AUTOMATICA,green,799,0,12,2,0,144,5
EUROPEAN ZOOLOGICAL JOURNAL,green,21,0,0,1,0,5,0
LANGUAGE SCIENCES,green,36,0,1,0,0,20,0
POLITICAL SCIENCE,green,5,1,1,0,0,4,0
QUARTERLY JOURNAL OF MATHEMATICS,green,214,1,39,0,0,52,1
INTERNATIONAL JOURNAL OF CONSUMER STUDIES,green,42,2,3,2,0,30,0
CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,green,26,0,0,0,1,6,0
JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,green,9,0,8,0,0,8,0
ACTIVE LEARNING IN HIGHER EDUCATION,green,14,0,1,1,0,12,2
NUCLEAR PHYSICS A,green,1240,9,171,1,0,877,7
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,green,1390,67,81,74,1,463,25
ECOSYSTEM SERVICES,green,153,6,33,8,18,117,4
RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY A,green,8,0,0,1,0,0,0
JOURNAL OF ISRAELI HISTORY,green,2,0,0,0,0,0,0
CAHIERS DE NUTRITION ET DE DIETETIQUE,green,13,0,0,0,0,0,0
STAT,green,20,0,3,0,0,9,0
JOURNAL OF HYDROLOGIC ENGINEERING,green,46,0,0,1,0,4,0
SEN-I GAKKAISHI,green,10,0,0,0,0,0,0
MUSIC PERCEPTION,green,63,6,6,7,1,25,1
ROMANCE PHILOLOGY,green,1,0,0,0,0,0,0
DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS,green,35,0,0,0,0,1,0
STAHLBAU,green,6,0,0,0,0,0,0
PHYSIOLOGICAL ENTOMOLOGY,green,25,0,1,1,0,16,2
DERMATOLOGIC THERAPY,green,14,0,4,2,0,8,1
BMC BIOCHEMISTRY,green,5,0,0,0,0,2,0
COMPUTER AIDED GEOMETRIC DESIGN,green,106,0,0,0,0,22,0
CHIRALITY,green,47,0,3,0,0,6,0
ADVANCES IN PHYSIOLOGY EDUCATION,green,46,3,14,3,2,22,5
JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,green,64,0,0,3,0,8,0
IEEE SIGNAL PROCESSING LETTERS,green,511,11,23,2,0,259,8
JOURNAL OF DIABETES,green,28,0,3,0,0,16,1
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,green,41,0,0,0,0,4,0
BEHAVIOURAL NEUROLOGY,green,122,1,2,6,0,9,0
NATURE REVIEWS CANCER,green,135,27,89,40,7,132,26
LIGHTING RESEARCH & TECHNOLOGY,green,73,1,1,9,4,31,2
COMBUSTION EXPLOSION AND SHOCK WAVES,green,2,0,0,0,0,0,0
JOURNAL OF SHOULDER AND ELBOW SURGERY,green,92,2,24,4,1,51,0
ZEITSCHRIFT DER DEUTSCHEN GESELLSCHAFT FUR GEOWISSENSCHAFTEN,green,3,1,1,0,0,1,0
GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL,green,21,0,2,1,0,8,1
ONCOLOGY LETTERS,green,1546,7,23,6,1,320,3
LEARNING AND INDIVIDUAL DIFFERENCES,green,154,7,12,10,2,67,1
JOURNAL OF WEB SEMANTICS,green,103,1,6,0,1,38,5
WASAFIRI,green,5,0,0,0,0,0,0
AJS REVIEW-THE JOURNAL OF THE ASSOCIATION FOR JEWISH STUDIES,green,2,0,0,0,0,0,1
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,green,13,0,0,0,0,1,0
NOTRE DAME JOURNAL OF FORMAL LOGIC,green,92,2,0,0,0,36,0
HUMAN GENETICS,green,284,19,31,19,6,165,18
VERNACULAR ARCHITECTURE,green,2,0,0,0,0,1,0
ANZ JOURNAL OF SURGERY,green,18,0,1,0,2,18,0
RHETORIC REVIEW,green,6,0,2,0,0,2,0
ECOSPHERE,green,565,60,111,43,11,411,11
ANAESTHESIA,green,52,23,36,11,1,51,0
EUROPEAN JOURNAL OF FINANCE,green,136,1,1,2,1,36,0
JOURNAL OF ALLOYS AND COMPOUNDS,green,793,1,9,2,0,138,2
MONATSSCHRIFT KINDERHEILKUNDE,green,5,0,0,0,0,0,0
ADVANCES IN APPLIED MECHANICS,green,4,0,0,0,0,2,0
INTERNATIONAL JOURNAL OF THERMOPHYSICS,green,33,0,0,0,0,6,0
CONTEMPORARY LITERATURE,green,4,0,1,0,0,2,1
JOURNAL OF THE HISTORICAL SOCIETY,green,1,0,0,0,0,0,0
ASTROPHYSICAL BULLETIN,green,79,22,3,2,0,56,2
AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,green,189,8,3,5,16,99,1
OIKOS,green,201,74,75,12,3,169,4
JOURNAL OF THE POLYNESIAN SOCIETY,green,1,0,0,0,0,0,0
JOURNAL OF NEUROENGINEERING AND REHABILITATION,green,92,4,20,3,0,89,0
SOCIOLOGICAL SPECTRUM,green,5,3,0,0,0,2,0
JOURNAL OF MIXED METHODS RESEARCH,green,23,0,3,0,2,21,0
JOURNAL OF COSMETIC DERMATOLOGY,green,9,0,2,1,0,5,0
JOURNAL OF SOCIAL PHILOSOPHY,green,21,0,1,0,0,9,0
ASIAN JOURNAL OF SOCIAL SCIENCE,green,10,0,0,0,0,3,0
JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY,green,19,0,0,0,0,0,0
CONGENITAL HEART DISEASE,green,64,0,5,0,0,20,0
JOURNAL OF FOOD SAFETY,green,8,0,2,0,0,2,0
CENTRAL EUROPEAN JOURNAL OF IMMUNOLOGY,green,39,0,1,0,0,9,0
INTERNATIONAL JOURNAL OF MORPHOLOGY,green,80,0,2,0,0,6,2
APPLIED MATHEMATICS & INFORMATION SCIENCES,green,320,0,0,0,0,4,0
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,green,65,20,11,0,3,46,1
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,green,608,1,7,6,2,131,4
BIOSCIENCE JOURNAL,green,10,0,0,0,0,0,0
REVISTA DE DIALECTOLOGIA Y TRADICIONES POPULARES,green,41,0,1,1,0,7,0
INFORMATION RETRIEVAL,green,12,0,0,0,0,5,1
EXPERT OPINION ON EMERGING DRUGS,green,18,0,1,1,2,12,0
MACROECONOMIC DYNAMICS,green,220,2,2,1,3,17,2
FIRE ECOLOGY,green,13,0,1,1,0,4,0
COMPTES RENDUS CHIMIE,green,77,0,3,7,0,11,1
INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,green,31,0,0,0,0,5,0
COMPOSITE STRUCTURES,green,571,0,2,4,0,63,0
FRENCH STUDIES,green,14,0,4,0,0,6,0
NEPHROLOGY,green,50,1,3,4,3,17,0
INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY,green,25,2,7,4,2,21,0
JOURNAL FOR EIGHTEENTH-CENTURY STUDIES,green,22,1,1,0,0,10,2
PRAGMATICS & COGNITION,green,12,0,1,0,0,3,0
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,green,9,0,0,0,0,2,0
BRITISH POLITICS,green,76,18,7,4,0,55,4
SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,green,12,0,0,0,1,6,0
CHILD ABUSE & NEGLECT,green,246,17,43,31,41,175,3
BIOCONTROL SCIENCE,green,1,0,0,0,0,0,0
ACTA BOTANICA GALLICA,green,12,0,1,0,0,1,0
LUBRICATION SCIENCE,green,13,0,1,0,0,5,0
GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,green,2,0,0,0,0,1,0
AUSTRALIAN JOURNAL OF FORENSIC SCIENCES,green,13,0,0,0,0,5,0
SERIALS REVIEW,green,36,2,4,0,0,13,0
JOURNAL OF APPLIED BIOMECHANICS,green,85,1,3,0,2,22,0
INDIAN JOURNAL OF CANCER,green,9,0,0,0,0,0,0
INVERSE PROBLEMS,green,538,7,30,1,0,365,3
JOURNAL OF WATER REUSE AND DESALINATION,green,19,0,1,0,0,3,0
SPIRITUS-A JOURNAL OF CHRISTIAN SPIRITUALITY,green,2,0,0,0,0,0,0
ZEITSCHRIFT FUR WIRTSCHAFTSGEOGRAPHIE,green,1,0,0,0,0,0,0
HLA,green,11,0,1,0,0,5,0
MINERALS & METALLURGICAL PROCESSING,green,2,0,0,0,0,1,0
SEMINARS IN PERINATOLOGY,green,81,5,14,6,2,41,6
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,green,40,0,0,0,0,2,0
INTERNATIONAL JOURNAL OF OIL GAS AND COAL TECHNOLOGY,green,3,0,0,0,0,0,0
APPLIED ENERGY,green,1234,27,35,30,39,299,18
RUSSIAN JOURNAL OF ORGANIC CHEMISTRY,green,2,0,0,0,0,0,1
THEORIA-A SWEDISH JOURNAL OF PHILOSOPHY,green,13,0,2,0,0,5,1
GEOTHERMICS,green,54,2,5,2,1,13,1
INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,green,47,6,11,1,0,14,2
CENTRAL EUROPEAN JOURNAL OF CHEMISTRY,green,24,0,0,0,0,2,0
TELEVISION & NEW MEDIA,green,28,1,3,2,1,22,1
INTERNATIONAL JOURNAL OF CIVIL ENGINEERING,green,6,0,0,0,0,0,0
MANAGERIAL AUDITING JOURNAL,green,4,0,0,0,0,0,0
DIABETES METABOLIC SYNDROME AND OBESITY-TARGETS AND THERAPY,green,33,0,5,1,0,18,0
EUROPEAN JOURNAL OF PEDIATRICS,green,104,7,15,4,1,81,0
DRUGS & AGING,green,62,0,2,8,1,41,0
POTATO RESEARCH,green,21,0,0,1,0,5,0
BRITISH JOURNAL OF DERMATOLOGY,green,262,13,47,44,15,202,9
SIAM JOURNAL ON APPLIED MATHEMATICS,green,377,12,11,11,0,112,1
ADANSONIA,green,5,0,0,0,0,2,1
CLINICAL KIDNEY JOURNAL,green,1,0,1,0,0,1,0
SCIENCE CHINA-MATERIALS,green,7,0,0,0,0,1,0
STRUCTURE AND INFRASTRUCTURE ENGINEERING,green,86,0,1,0,0,10,1
JOURNAL OF QUATERNARY SCIENCE,green,129,5,28,3,1,91,5
JOURNAL OF THE ACM,green,129,4,1,1,0,32,7
ONCOLOGY NURSING FORUM,green,101,0,13,6,3,52,0
JOURNAL OF BIOPHOTONICS,green,150,9,73,18,0,121,3
CYTOMETRY PART B-CLINICAL CYTOMETRY,green,41,2,3,5,0,21,1
RUSSIAN CHEMICAL BULLETIN,green,12,0,1,0,0,1,0
JOURNAL OF ATMOSPHERIC CHEMISTRY,green,10,0,0,0,1,4,0
BRITISH JOURNAL OF LEARNING DISABILITIES,green,31,3,1,0,1,20,0
Annual Review of Psychology,green,45,16,17,15,3,40,10
READING & WRITING QUARTERLY,green,8,0,1,0,0,5,0
SPE RESERVOIR EVALUATION & ENGINEERING,green,4,0,0,0,0,0,0
JOURNAL OF CHINESE CINEMAS,green,7,0,2,0,0,2,0
FINITE FIELDS AND THEIR APPLICATIONS,green,252,0,4,0,0,57,2
INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,green,15,2,8,2,0,12,5
AUTOMATIC CONTROL AND COMPUTER SCIENCES,green,32,0,0,0,0,0,0
REVIEW OF INTERNATIONAL ECONOMICS,green,166,11,6,2,5,27,1
CARNETS DE GEOLOGIE,green,6,0,0,0,0,0,0
PHYSICS AND CHEMISTRY OF MINERALS,green,44,0,0,2,0,12,0
PRAGMATICS,green,11,0,0,0,0,1,0
INTERNATIONAL JOURNAL OF VENTILATION,green,8,0,0,0,0,1,0
ORBIT-AN INTERNATIONAL JOURNAL ON ORBITAL DISORDERS AND FACIAL RECONSTRUCTIVE SURGERY,green,5,0,0,0,0,1,0
CANCER COMMUNICATIONS,green,2,0,0,1,0,1,0
REVISTA COLOMBIANA DE ENTOMOLOGIA,green,1,0,0,0,0,0,0
CLINICAL AND TRANSLATIONAL ALLERGY,green,35,0,34,0,0,34,0
IETE JOURNAL OF RESEARCH,green,9,0,0,0,0,0,0
BRITISH JOURNAL OF PSYCHIATRY,green,167,65,114,42,22,165,5
JOURNAL OF THERMAL SCIENCE,green,11,0,0,0,0,1,0
CELLULAR SIGNALLING,green,345,4,21,5,0,115,7
REVISTA IBEROAMERICANA,green,2,0,0,0,0,0,0
NOVEL-A FORUM ON FICTION,green,6,0,0,0,0,2,0
JOURNAL OF ADOLESCENT AND YOUNG ADULT ONCOLOGY,green,75,2,12,6,1,39,0
ELECTROCATALYSIS,green,24,0,2,0,0,0,0
FOLIA PARASITOLOGICA,green,18,0,1,0,0,6,0
AQUATIC INVASIONS,green,101,2,1,1,3,2,1
VETERINARY QUARTERLY,green,16,0,4,2,1,10,0
EUROPEAN SURGERY-ACTA CHIRURGICA AUSTRIACA,green,7,0,0,1,0,2,0
JOURNAL OF CAVE AND KARST STUDIES,green,18,0,0,0,1,0,0
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,green,60,0,0,2,0,7,1
VICTORIAN POETRY,green,3,0,0,0,0,0,0
JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,green,65,0,2,0,1,5,0
GASTROENTEROLOGY CLINICS OF NORTH AMERICA,green,47,7,8,3,0,26,2
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,green,22,0,0,0,0,0,0
CHEMISTRY EDUCATION RESEARCH AND PRACTICE,green,34,2,0,1,0,33,0
JOURNAL OF KOREAN ACADEMY OF NURSING,green,4,0,0,0,0,1,0
JOURNAL OF THE HELLENIC VETERINARY MEDICAL SOCIETY,green,1,0,0,0,0,0,0
JOURNAL OF INSECT SCIENCE,green,310,8,13,3,0,115,6
CRITICAL STUDIES IN EDUCATION,green,18,1,2,2,1,11,1
REVISTA IBEROAMERICANA DE MICOLOGIA,green,12,0,0,0,0,3,1
BIOMEDICAL ENGINEERING-BIOMEDIZINISCHE TECHNIK,green,110,0,2,1,0,6,0
PSYCHOLOGICAL RECORD,green,54,4,5,0,0,25,1
PALYNOLOGY,green,24,2,2,1,0,9,0
JOURNAL OF SCHOOL VIOLENCE,green,8,2,0,1,2,7,0
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,green,109,4,9,3,15,43,2
GAIT & POSTURE,green,426,4,101,15,2,271,0
PARASITOLOGY,green,299,18,28,13,9,198,9
LINGUISTIC TYPOLOGY,green,21,1,1,0,0,4,0
JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,green,21,0,0,0,0,10,0
INTERNATIONAL JOURNAL OF SOCIAL WELFARE,green,25,1,3,0,0,11,1
ECOLOGY AND EVOLUTION,green,801,69,145,48,1,617,21
ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,green,4,0,0,0,0,0,0
BMC WOMENS HEALTH,green,139,63,11,13,2,87,2
COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,green,6,0,0,0,0,0,0
WEATHER CLIMATE AND SOCIETY,green,41,14,10,7,5,37,0
MODERN RHEUMATOLOGY,green,41,0,2,0,4,10,2
ANNALS OF HUMAN GENETICS,green,41,4,6,3,0,27,0
JOURNAL OF BIOLOGICAL CHEMISTRY,green,16170,504,1277,767,31,8102,609
JOURNAL OF LIPID RESEARCH,green,1406,56,141,76,11,786,54
SIAM JOURNAL ON DISCRETE MATHEMATICS,green,552,6,3,3,0,94,3
JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,green,58,1,5,1,0,21,1
JOURNAL OF SENSORS,green,166,1,1,6,0,25,0
REVUE FRANCAISE DE SOCIOLOGIE,green,22,0,0,0,0,5,0
BUILDING RESEARCH AND INFORMATION,green,115,9,27,3,17,97,0
BILINGUALISM-LANGUAGE AND COGNITION,green,123,5,22,7,3,46,3
TUMORI J,green,12,0,1,1,0,5,0
ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,green,10,0,0,0,0,0,0
REVISTA DE FILOSOFIA,green,3,0,0,0,0,0,0
JOURNAL OF TRAVEL MEDICINE,green,18,0,3,2,0,15,2
REVIEWS IN INORGANIC CHEMISTRY,green,1,0,0,0,0,0,0
JOURNAL OF VECTOR BORNE DISEASES,green,1,0,0,0,0,1,0
ENGLISH HISTORICAL REVIEW,green,36,1,3,1,0,26,2
ANATOMICAL SCIENCES EDUCATION,green,32,2,13,1,0,21,1
LETTERS IN APPLIED MICROBIOLOGY,green,55,6,8,0,0,28,1
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,green,147,3,0,0,0,35,3
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,green,432,19,82,17,8,314,8
ALEXANDRIA ENGINEERING JOURNAL,green,8,0,0,0,0,1,0
NOROPSIKIYATRI ARSIVI-ARCHIVES OF NEUROPSYCHIATRY,green,303,2,9,8,1,50,2
SEDIMENTARY GEOLOGY,green,121,2,2,2,0,46,1
TRENDS IN MOLECULAR MEDICINE,green,140,17,36,17,5,135,8
URBAN AFFAIRS REVIEW,green,12,1,1,1,0,8,0
NURSING & HEALTH SCIENCES,green,37,0,20,0,0,21,0
JOURNAL OF AIR TRANSPORT MANAGEMENT,green,72,2,12,3,0,23,2
SPORT EXERCISE AND PERFORMANCE PSYCHOLOGY,green,40,1,2,1,0,24,0
BILIG,green,1,0,0,0,0,0,0
EUROPEAN REVIEW,green,42,1,2,0,0,9,0
DRUG METABOLISM REVIEWS,green,25,0,2,1,2,13,2
JOURNAL OF BIOMATERIALS APPLICATIONS,green,82,1,2,2,0,26,0
BMC INTERNATIONAL HEALTH AND HUMAN RIGHTS,green,139,34,21,10,15,113,4
THEORY IN BIOSCIENCES,green,16,0,2,0,0,8,0
CIENCIA & SAUDE COLETIVA,green,298,13,20,3,0,63,0
JOURNAL OF FAMILY ISSUES,green,101,20,20,20,2,66,3
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,green,59,2,3,1,1,13,1
FOREST SYSTEMS,green,126,0,1,1,2,3,2
JOURNAL OF ECONOMIC ENTOMOLOGY,green,128,6,9,6,2,38,0
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,green,1,0,0,0,0,1,0
AB IMPERIO-STUDIES OF NEW IMPERIAL HISTORY AND NATIONALISM IN THE POST-SOVIET SPACE,green,2,0,0,0,0,0,0
SIGNAL TRANSDUCTION AND TARGETED THERAPY,green,55,2,10,3,0,49,0
FOOD ENGINEERING REVIEWS,green,11,0,0,0,0,0,0
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES,green,38,0,3,0,2,18,0
JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE,green,54,4,13,4,0,42,1
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,green,30,1,4,0,0,11,0
POLICY AND POLITICS,green,74,60,33,2,6,68,0
IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,green,277,0,13,5,1,62,1
ASIA-PACIFIC JOURNAL OF CHEMICAL ENGINEERING,green,15,0,0,1,0,3,0
ANALELE STIINTIFICE ALE UNIVERSITATII OVIDIUS CONSTANTA-SERIA MATEMATICA,green,46,0,0,0,0,5,1
TAXON,green,55,2,4,1,0,9,6
JOURNAL OF SPORT MANAGEMENT,green,30,0,0,0,0,4,0
CRYSTAL GROWTH & DESIGN,green,442,1,19,6,0,229,2
ADVANCES IN APPLIED MATHEMATICS,green,298,0,4,0,0,62,0
BERICHTE ZUR WISSENSCHAFTSGESCHICHTE,green,3,0,0,0,0,0,0
JOURNAL OF RISK,green,21,0,0,0,0,4,0
DISCOURSE PROCESSES,green,38,2,4,1,0,20,0
TISSUE ENGINEERING PART C-METHODS,green,330,15,22,15,0,113,2
POLISH JOURNAL OF CHEMICAL TECHNOLOGY,green,8,0,0,0,0,0,0
SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,green,30,0,1,0,0,18,0
NEUROPHOTONICS,green,114,3,12,15,0,61,1
CANADIAN JOURNAL OF CIVIL ENGINEERING,green,183,0,81,3,1,63,1
JOURNAL OF DAIRY RESEARCH,green,37,0,0,0,0,14,0
PHYTOKEYS,green,108,40,44,18,0,103,8
GREEN PROCESSING AND SYNTHESIS,green,18,0,0,0,0,3,0
JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,green,258,12,20,13,7,111,15
EXPERIMENTAL ECONOMICS,green,155,4,5,9,2,67,1
INTERNATIONAL JOURNAL OF APPLIED CERAMIC TECHNOLOGY,green,39,0,1,0,0,6,0
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,green,177,19,50,44,12,134,11
THYROID,green,356,15,60,38,5,166,7
PLANT ECOLOGY,green,89,1,6,0,2,46,4
JOURNAL OF GEOPHYSICS AND ENGINEERING,green,22,1,1,0,0,7,0
SEISMOLOGICAL RESEARCH LETTERS,green,74,10,9,11,0,32,0
METHODS AND APPLICATIONS IN FLUORESCENCE,green,40,1,2,1,0,16,0
GENETIC PROGRAMMING AND EVOLVABLE MACHINES,green,22,2,0,0,0,7,1
JOURNAL OF ENGINEERING DESIGN,green,51,0,2,0,1,14,1
PHYSICAL REVIEW A,green,13331,246,849,211,0,10788,110
EXEMPLARIA-A JOURNAL OF THEORY IN MEDIEVAL AND RENAISSANCE STUDIES,green,1,0,1,0,0,1,0
VLDB JOURNAL,green,67,0,1,0,0,5,0
CRITICAL QUARTERLY,green,16,1,0,0,0,5,0
ALZHEIMERS RESEARCH & THERAPY,green,84,14,16,35,0,70,0
JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,green,27,1,0,2,0,8,0
LEIDEN JOURNAL OF INTERNATIONAL LAW,green,38,5,1,1,0,25,0
JOURNAL OF THE AMERICAN PHILOSOPHICAL ASSOCIATION,green,23,2,1,0,1,11,1
SURGICAL CLINICS OF NORTH AMERICA,green,20,0,2,1,0,10,0
CHILEAN JOURNAL OF AGRICULTURAL RESEARCH,green,280,0,4,0,2,8,0
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,green,160,2,7,2,4,63,1
THEORIA,green,5,0,0,0,0,2,0
GENES & GENETIC SYSTEMS,green,10,0,0,0,0,4,0
APPLIED MEASUREMENT IN EDUCATION,green,3,0,0,0,0,0,0
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,green,452,9,210,14,1,375,2
JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,green,1259,241,118,68,26,1061,10
MEDIZINISCHE GENETIK,green,8,0,0,1,0,1,0
BRAIN & DEVELOPMENT,green,26,0,1,0,1,12,0
COMPARE-A JOURNAL OF COMPARATIVE AND INTERNATIONAL EDUCATION,green,49,1,0,1,3,33,0
APOPTOSIS,green,74,0,7,1,0,22,1
MATERNAL AND CHILD HEALTH JOURNAL,green,452,21,68,37,33,266,6
JOURNAL OF PHYSICAL OCEANOGRAPHY,green,488,71,8,10,5,338,3
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,green,3,0,0,0,0,0,0
PATTERNS OF PREJUDICE,green,18,3,2,2,1,14,1
SCIENCE CHINA-INFORMATION SCIENCES,green,79,0,2,1,0,20,0
IEEE TRANSACTIONS ON SERVICES COMPUTING,green,79,1,2,1,0,7,1
MOLECULAR ENDOCRINOLOGY,green,36,0,4,0,0,17,3
JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE,green,102,0,1,1,0,12,0
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,green,361,35,53,31,36,262,4
JOURNAL OF CAREER DEVELOPMENT,green,16,0,0,1,0,10,0
JOURNAL OF ORTHOPAEDIC TRANSLATION,green,27,0,21,0,0,19,0
ANNALES D ENDOCRINOLOGIE,green,16,0,0,0,0,3,1
JOURNAL OF INSTRUMENTATION,green,2022,52,109,17,0,1020,17
METALLOMICS,green,228,4,21,11,1,106,4
AESTHETIC SURGERY JOURNAL,green,15,0,4,3,0,13,0
JOURNAL OF WORLD HISTORY,green,11,0,0,0,0,6,0
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,green,13,0,1,0,0,2,0
SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,green,14,0,0,1,0,2,0
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,green,421,1,23,3,1,151,4
JOURNAL OF MARINE ENGINEERING AND TECHNOLOGY,green,8,0,0,0,0,1,0
DISCOURSE & SOCIETY,green,42,1,7,3,0,27,4
VISUAL COGNITION,green,93,0,6,3,1,45,1
TRANSITION METAL CHEMISTRY,green,10,0,0,0,0,0,0
GEORGIAN MATHEMATICAL JOURNAL,green,35,0,0,0,0,7,0
METEOROLOGICAL APPLICATIONS,green,33,0,4,0,2,6,0
PPAR RESEARCH,green,16,0,0,0,0,4,0
JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,green,1,0,0,0,0,0,0
IEEE MAGNETICS LETTERS,green,36,0,0,0,0,12,0
ABDOMINAL IMAGING,green,45,1,2,0,1,12,1
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,green,83,1,3,3,3,33,0
Annual Review of Vision Science,green,14,1,2,1,0,7,3
PHILOSOPHICAL STUDIES,green,228,2,50,4,0,67,4
PETROLEUM EXPLORATION AND DEVELOPMENT,green,3,0,0,0,0,0,0
REVISTA BRASILEIRA DE PALEONTOLOGIA,green,23,0,0,0,0,1,4
JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,green,50,0,0,0,0,3,0
INTERNATIONAL JOURNAL OF PHYSICAL MODELLING IN GEOTECHNICS,green,22,0,0,0,0,4,0
