journal,journal_if,year
REJUVENATION RESEARCH,2.919,2012
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2.918,2012
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2.918,2012
APPLIED SPECTROSCOPY REVIEWS,2.915,2012
BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE,2.915,2012
CATALYSIS COMMUNICATIONS,2.915,2012
JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,2.914,2012
PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,2.914,2012
MATERIALS & DESIGN,2.913,2012
BASIN RESEARCH,2.912,2012
BEHAVIOR THERAPY,2.911,2012
MEDICAL PHYSICS,2.911,2012
EXPERIMENTAL HEMATOLOGY,2.907,2012
Research in Autism Spectrum Disorders,2.907,2012
Frontiers in Human Neuroscience,2.906,2012
JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,2.906,2012
BIOORGANIC & MEDICINAL CHEMISTRY,2.903,2012
HARMFUL ALGAE,2.901,2012
DEVELOPMENTAL NEUROPSYCHOLOGY,2.899,2012
DEVELOPMENTAL NEUROPSYCHOLOGY,2.899,2012
JOURNAL OF SCIENCE AND MEDICINE IN SPORT,2.899,2012
AMERICAN JOURNAL OF ROENTGENOLOGY,2.897,2012
LANDSCAPE ECOLOGY,2.897,2012
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,2.897,2012
IMMUNOGENETICS,2.894,2012
Journal of Aerosol Medicine and Pulmonary Drug Delivery,2.894,2012
SEPARATION AND PURIFICATION TECHNOLOGY,2.894,2012
CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY,2.892,2012
JOURNAL OF MOLECULAR NEUROSCIENCE,2.891,2012
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2.891,2012
ECOLOGICAL INDICATORS,2.89,2012
Expert Review of Clinical Immunology,2.89,2012
MEDICAL DECISION MAKING,2.89,2012
RESEARCH IN MICROBIOLOGY,2.889,2012
WORLD JOURNAL OF UROLOGY,2.888,2012
INTERNATIONAL JOURNAL OF CLIMATOLOGY,2.886,2012
BRAIN BEHAVIOR AND EVOLUTION,2.885,2012
JOURNAL OF CONTAMINANT HYDROLOGY,2.885,2012
SKIN PHARMACOLOGY AND PHYSIOLOGY,2.885,2012
JOURNAL OF SCHOOL PSYCHOLOGY,2.883,2012
Zebrafish,2.883,2012
JOURNAL OF GLACIOLOGY,2.882,2012
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,2.881,2012
JOURNAL OF BIOMEDICAL OPTICS,2.881,2012
MOLECULAR GENETICS AND GENOMICS,2.881,2012
JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,2.88,2012
BIOPOLYMERS,2.879,2012
BRAIN RESEARCH,2.879,2012
JOURNAL OF VASCULAR SURGERY,2.879,2012
MICROCHEMICAL JOURNAL,2.879,2012
FISHERIES,2.878,2012
DATA MINING AND KNOWLEDGE DISCOVERY,2.877,2012
INTERNATIONAL JOURNAL OF EATING DISORDERS,2.877,2012
INTERNATIONAL JOURNAL OF EATING DISORDERS,2.877,2012
SYSTEMATIC ENTOMOLOGY,2.876,2012
Comparative Biochemistry and Physiology D-Genomics & Proteomics,2.875,2012
JOURNAL OF ORTHOPAEDIC RESEARCH,2.875,2012
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2.874,2012
Journal of Cystic Fibrosis,2.873,2012
Contrast Media & Molecular Imaging,2.872,2012
ACTA ONCOLOGICA,2.867,2012
EPIDEMIOLOGY AND INFECTION,2.867,2012
ANNALS OF HEMATOLOGY,2.866,2012
Cytoskeleton,2.865,2012
MINI-REVIEWS IN MEDICINAL CHEMISTRY,2.865,2012
NEUROTOXICITY RESEARCH,2.865,2012
NEURAL PLASTICITY,2.864,2012
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,2.863,2012
FUTURE OF CHILDREN,2.861,2012
MOLECULAR DIVERSITY,2.861,2012
PHARMACOECONOMICS,2.861,2012
PHARMACOECONOMICS,2.861,2012
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2.861,2012
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2.861,2012
EXPERT OPINION ON PHARMACOTHERAPY,2.86,2012
REVIEW OF ECONOMIC STUDIES,2.86,2012
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2.859,2012
NUTRITION,2.859,2012
SURVEY OF OPHTHALMOLOGY,2.859,2012
CLINICAL ONCOLOGY,2.858,2012
HISTOPATHOLOGY,2.857,2012
DIFFERENTIATION,2.855,2012
ECOLOGICAL ECONOMICS,2.855,2012
ECOLOGICAL ECONOMICS,2.855,2012
JOURNAL OF HOSPITAL INFECTION,2.855,2012
PROTOPLASMA,2.855,2012
Fungal Ecology,2.854,2012
ENERGY & FUELS,2.853,2012
GEOPHYSICAL JOURNAL INTERNATIONAL,2.853,2012
IEEE NETWORK,2.853,2012
MEDICAL JOURNAL OF AUSTRALIA,2.853,2012
TREE PHYSIOLOGY,2.853,2012
CONTEMPORARY EDUCATIONAL PSYCHOLOGY,2.852,2012
Cardiovascular Therapeutics,2.852,2012
MICROBIOLOGY-SGM,2.852,2012
PARASITOLOGY RESEARCH,2.852,2012
CLINICA CHIMICA ACTA,2.85,2012
JOURNAL OF NEUROVIROLOGY,2.85,2012
RESEARCH POLICY,2.85,2012
CHROMOSOME RESEARCH,2.847,2012
JOURNAL OF NUCLEAR CARDIOLOGY,2.847,2012
VOX SANGUINIS,2.847,2012
JOURNAL OF BIOMOLECULAR NMR,2.845,2012
Advances in Virus Research,2.844,2012
CURRENT NEUROVASCULAR RESEARCH,2.844,2012
MATURITAS,2.844,2012
HUMAN PATHOLOGY,2.843,2012
ChemMedChem,2.835,2012
Journal of the American Society of Hypertension,2.835,2012
Population Health Metrics,2.835,2012
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,2.834,2012
MOLECULAR GENETICS AND METABOLISM,2.834,2012
HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,2.833,2012
PRESLIA,2.833,2012
WILDLIFE MONOGRAPHS,2.833,2012
ECOLOGY AND SOCIETY,2.831,2012
ECOLOGY AND SOCIETY,2.831,2012
TERRA NOVA,2.83,2012
Management and Organization Review,2.829,2012
SEMINARS IN NEPHROLOGY,2.828,2012
Journal of Tissue Engineering and Regenerative Medicine,2.826,2012
RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,2.825,2012
BRAIN AND COGNITION,2.823,2012
BRAIN AND COGNITION,2.823,2012
GENERAL AND COMPARATIVE ENDOCRINOLOGY,2.823,2012
JOURNAL OF MOLECULAR CATALYSIS B-ENZYMATIC,2.823,2012
Clinics in Liver Disease,2.822,2012
Current Vascular Pharmacology,2.821,2012
SCRIPTA MATERIALIA,2.821,2012
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,2.82,2012
Advances in Physical Organic Chemistry,2.818,2012
JOURNAL OF HUMAN HYPERTENSION,2.818,2012
JOURNAL OF VEGETATION SCIENCE,2.818,2012
Minerva Anestesiologica,2.818,2012
ELECTROANALYSIS,2.817,2012
UNIVERSITY OF PENNSYLVANIA LAW REVIEW,2.817,2012
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,2.816,2012
FUEL PROCESSING TECHNOLOGY,2.816,2012
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2.816,2012
CEREBROVASCULAR DISEASES,2.814,2012
IMMUNOBIOLOGY,2.814,2012
SEMINARS IN PERINATOLOGY,2.814,2012
IEEE TRANSACTIONS ON SIGNAL PROCESSING,2.813,2012
MOLECULAR REPRODUCTION AND DEVELOPMENT,2.812,2012
AMERICAN JOURNAL OF POLITICAL SCIENCE,2.811,2012
PROSTATE CANCER AND PROSTATIC DISEASES,2.811,2012
BIODRUGS,2.809,2012
BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,2.808,2012
BMC CELL BIOLOGY,2.808,2012
BMC GENETICS,2.808,2012
JOURNAL OF GEODESY,2.808,2012
Food Engineering Reviews,2.806,2012
PHYSIOLOGICAL GENOMICS,2.806,2012
Structure and Infrastructure Engineering,2.805,2012
ASTROBIOLOGY,2.803,2012
EXPERIMENTAL BIOLOGY AND MEDICINE,2.803,2012
STEROIDS,2.803,2012
TETRAHEDRON,2.803,2012
JOURNAL OF MEMORY AND LANGUAGE,2.802,2012
JOURNAL OF MEMORY AND LANGUAGE,2.802,2012
Beilstein Journal of Organic Chemistry,2.801,2012
EUROPEAN JOURNAL OF AGRONOMY,2.8,2012
INTELLIGENCE,2.8,2012
METEORITICS & PLANETARY SCIENCE,2.8,2012
BMC MOLECULAR BIOLOGY,2.796,2012
CANCER CHEMOTHERAPY AND PHARMACOLOGY,2.795,2012
JOURNAL OF RHEOLOGY,2.795,2012
Developmental Disabilities Research Reviews,2.793,2012
Journal of Consumer Culture,2.793,2012
ZOOLOGICA SCRIPTA,2.793,2012
AMERICAN ECONOMIC REVIEW,2.792,2012
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,2.792,2012
Paediatric Respiratory Reviews,2.792,2012
HYPERTENSION RESEARCH,2.791,2012
RADIOGRAPHICS,2.791,2012
EXPERIMENTAL PHYSIOLOGY,2.79,2012
Behavioral and Brain Functions,2.789,2012
IEEE ELECTRON DEVICE LETTERS,2.789,2012
IUBMB LIFE,2.789,2012
ACTA TROPICA,2.787,2012
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,2.787,2012
DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,2.787,2012
Virulence,2.787,2012
Journal of Occupational Health Psychology,2.786,2012
Social Neuroscience,2.785,2012
LUPUS,2.783,2012
TAXON,2.782,2012
ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,2.781,2012
RESPIROLOGY,2.781,2012
AEROSOL SCIENCE AND TECHNOLOGY,2.78,2012
APPLIED GEOGRAPHY,2.779,2012
Educational Researcher,2.779,2012
JOURNAL OF HEADACHE AND PAIN,2.779,2012
PHYSICAL THERAPY,2.778,2012
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,2.776,2012
COMPUTERS & EDUCATION,2.775,2012
COMPUTERS & EDUCATION,2.775,2012
ENERGY CONVERSION AND MANAGEMENT,2.775,2012
Ecohydrology,2.775,2012
PLANT PHYSIOLOGY AND BIOCHEMISTRY,2.775,2012
Communications in Nonlinear Science and Numerical Simulation,2.773,2012
ECOTOXICOLOGY,2.773,2012
INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,2.773,2012
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,2.773,2012
JOURNAL OF PHYSICAL CHEMISTRY A,2.771,2012
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,2.77,2012
POLYMER DEGRADATION AND STABILITY,2.77,2012
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,2.769,2012
INFECTION GENETICS AND EVOLUTION,2.768,2012
JOURNAL OF DRUG TARGETING,2.768,2012
AUTOIMMUNITY,2.767,2012
FOREST ECOLOGY AND MANAGEMENT,2.766,2012
EUROPACE,2.765,2012
LEUKEMIA RESEARCH,2.764,2012
Targeted Oncology,2.764,2012
MICROCIRCULATION,2.763,2012
BMC Pulmonary Medicine,2.76,2012
MONTHLY WEATHER REVIEW,2.758,2012
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,2.758,2012
PALEOBIOLOGY,2.757,2012
WOUND REPAIR AND REGENERATION,2.757,2012
EUROPEAN JOURNAL OF CLINICAL NUTRITION,2.756,2012
JOURNAL OF ETHNOPHARMACOLOGY,2.755,2012
PSYCHIATRIC CLINICS OF NORTH AMERICA,2.755,2012
MEAT SCIENCE,2.754,2012
TISSUE ANTIGENS,2.753,2012
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2.752,2012
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE,2.752,2012
OLIGONUCLEOTIDES,2.75,2012
International Journal of Stroke,2.748,2012
JOINT BONE SPINE,2.748,2012
CURRENT ALLERGY AND ASTHMA REPORTS,2.746,2012
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2.745,2012
VIRUS RESEARCH,2.745,2012
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,2.744,2012
Cellular Reprogramming,2.744,2012
ENERGY POLICY,2.743,2012
ENERGY POLICY,2.743,2012
IEEE Transactions on Biomedical Circuits and Systems,2.743,2012
DIABETES RESEARCH AND CLINICAL PRACTICE,2.741,2012
EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,2.741,2012
Journal of Clinical Lipidology,2.741,2012
CURRENT ANTHROPOLOGY,2.74,2012
INTERNATIONAL SECURITY,2.739,2012
MARINE BIOTECHNOLOGY,2.739,2012
ORGANIC PROCESS RESEARCH & DEVELOPMENT,2.739,2012
FOOD CONTROL,2.738,2012
Gut Pathogens,2.738,2012
Acta Orthopaedica,2.736,2012
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,2.736,2012
JOURNAL OF BONE AND JOINT SURGERY-BRITISH VOLUME,2.735,2012
PROTEIN SCIENCE,2.735,2012
MOLECULAR AND BIOCHEMICAL PARASITOLOGY,2.734,2012
NUCLEAR FUSION,2.734,2012
SOCIAL SCIENCE & MEDICINE,2.733,2012
SOCIAL SCIENCE & MEDICINE,2.733,2012
JOURNAL OF SUPERCRITICAL FLUIDS,2.732,2012
MARINE GEOLOGY,2.732,2012
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,2.732,2012
AMERICAN JOURNAL OF INFECTION CONTROL,2.731,2012
Applied Physics Express,2.731,2012
GENES TO CELLS,2.731,2012
JOURNAL OF PERSONALITY,2.73,2012
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,2.73,2012
PLANT PATHOLOGY,2.729,2012
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,2.728,2012
BMC DEVELOPMENTAL BIOLOGY,2.728,2012
IEEE ENGINEERING IN MEDICINE AND BIOLOGY MAGAZINE,2.727,2012
BRITISH JOURNAL OF OPHTHALMOLOGY,2.725,2012
DIGESTIVE DISEASES,2.725,2012
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2.725,2012
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2.725,2012
MedChemComm,2.722,2012
Biology Direct,2.72,2012
International Journal of Oral Science,2.719,2012
JOURNAL OF BIOCHEMISTRY,2.719,2012
BIOMEDICAL MICRODEVICES,2.718,2012
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2.718,2012
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,2.717,2012
JOURNAL OF BIOMECHANICS,2.716,2012
ACTA MATHEMATICA,2.714,2012
Advances in Inorganic Chemistry,2.714,2012
Environmental Health,2.714,2012
JOURNAL OF SERVICE RESEARCH,2.714,2012
ANIMAL COGNITION,2.713,2012
LEADERSHIP QUARTERLY,2.711,2012
PSYCHOLOGY PUBLIC POLICY AND LAW,2.711,2012
ARCHIVES OF DERMATOLOGICAL RESEARCH,2.708,2012
ENVIRONMENTAL TOXICOLOGY,2.708,2012
Environmental Microbiology Reports,2.708,2012
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,2.707,2012
AIDS RESEARCH AND HUMAN RETROVIRUSES,2.705,2012
INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY,2.705,2012
JOURNAL OF RESEARCH ON ADOLESCENCE,2.702,2012
OCEANOGRAPHY,2.701,2012
PHYSICS IN MEDICINE AND BIOLOGY,2.701,2012
NEURORADIOLOGY,2.7,2012
Recent Patents on Anti-Cancer Drug Discovery,2.7,2012
JOURNAL OF ENDOVASCULAR THERAPY,2.699,2012
JOURNAL OF PLANT PHYSIOLOGY,2.699,2012
RADIATION RESEARCH,2.698,2012
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,2.697,2012
BASIC AND APPLIED ECOLOGY,2.696,2012
JOURNAL OF YOUTH AND ADOLESCENCE,2.695,2012
NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL,2.695,2012
ORAL ONCOLOGY,2.695,2012
Food & Function,2.694,2012
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,2.694,2012
ANIMAL CONSERVATION,2.692,2012
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,2.692,2012
JOURNAL OF GEOLOGY,2.692,2012
CURRENT PHARMACEUTICAL BIOTECHNOLOGY,2.69,2012
ECONOMIC POLICY,2.688,2012
INTERNATIONAL JOURNAL OF LEGAL MEDICINE,2.686,2012
JOURNAL OF AEROSOL SCIENCE,2.686,2012
PPAR Research,2.685,2012
CLIMATE RESEARCH,2.684,2012
FEMS IMMUNOLOGY AND MEDICAL MICROBIOLOGY,2.684,2012
TECTONOPHYSICS,2.684,2012
BIOLOGICAL CHEMISTRY,2.683,2012
PRENATAL DIAGNOSIS,2.683,2012
ACTA ASTRONOMICA,2.682,2012
CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,2.682,2012
Innate Immunity,2.682,2012
ENERGY AND BUILDINGS,2.679,2012
Greenhouse Gases-Science and Technology,2.679,2012
JOURNAL OF RAMAN SPECTROSCOPY,2.679,2012
GERONTOLOGY,2.676,2012
KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,2.676,2012
VIRCHOWS ARCHIV,2.676,2012
REPRODUCTIVE BIOMEDICINE ONLINE,2.675,2012
Transplantation Reviews,2.675,2012
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,2.674,2012
NEUROUROLOGY AND URODYNAMICS,2.674,2012
CARDIOVASCULAR DRUGS AND THERAPY,2.673,2012
PEDIATRIC RESEARCH,2.673,2012
JOURNAL OF ELECTROANALYTICAL CHEMISTRY,2.672,2012
JOURNAL OF THE ATMOSPHERIC SCIENCES,2.672,2012
JOURNAL OF INVERTEBRATE PATHOLOGY,2.669,2012
Applied Mechanics Reviews,2.667,2012
Brain Imaging and Behavior,2.667,2012
NUCLEAR DATA SHEETS,2.667,2012
Pituitary,2.667,2012
Plant Methods,2.667,2012
JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,2.665,2012
INTERNATIONAL JOURNAL OF PHOTOENERGY,2.663,2012
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,2.66,2012
NEUROCHEMISTRY INTERNATIONAL,2.659,2012
INTERNATIONAL JOURNAL OF ONCOLOGY,2.657,2012
Journal of Cardiovascular Medicine,2.657,2012
PATHOLOGY,2.657,2012
CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,2.655,2012
JOURNAL OF MARINE SYSTEMS,2.655,2012
SYNLETT,2.655,2012
Allergy Asthma & Immunology Research,2.653,2012
BULLETIN OF VOLCANOLOGY,2.653,2012
Environmental Chemistry,2.652,2012
NEUROTOXICOLOGY,2.652,2012
Administration and Policy in Mental Health and Mental Health Services Research,2.651,2012
Clinical Interventions in Aging,2.651,2012
EUROPEAN JOURNAL OF SOIL SCIENCE,2.651,2012
BMC Endocrine Disorders,2.65,2012
TOXICOLOGY IN VITRO,2.65,2012
SUPPORTIVE CARE IN CANCER,2.649,2012
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,2.648,2012
Molecular Oral Microbiology,2.648,2012
Nutrition Journal,2.648,2012
JOURNAL OF PEDIATRIC PSYCHOLOGY,2.647,2012
DRUGS & AGING,2.646,2012
MOLECULAR IMMUNOLOGY,2.645,2012
JOURNAL OF SURGICAL ONCOLOGY,2.644,2012
Ocular Surface,2.643,2012
Hepatology International,2.642,2012
JOURNAL OF BIOMATERIALS APPLICATIONS,2.64,2012
PLANT AND SOIL,2.638,2012
CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,2.637,2012
SPORTS MEDICINE AND ARTHROSCOPY REVIEW,2.636,2012
Purinergic Signalling,2.635,2012
BEHAVIORAL NEUROSCIENCE,2.634,2012
CURRENT OPINION IN PEDIATRICS,2.634,2012
Journal of Functional Foods,2.632,2012
PATTERN RECOGNITION,2.632,2012
Global Environmental Politics,2.63,2012
JOURNAL OF MAMMALIAN EVOLUTION,2.63,2012
PSYCHOTHERAPY,2.629,2012
JOURNAL OF COUNSELING PSYCHOLOGY,2.628,2012
OCEAN MODELLING,2.628,2012
American Journal of Geriatric Pharmacotherapy,2.627,2012
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,2.626,2012
AMERICAN JOURNAL OF NEPHROLOGY,2.623,2012
EXPERIMENTAL AND TOXICOLOGIC PATHOLOGY,2.622,2012
Family Business Review,2.622,2012
Expert Opinion On Drug Safety,2.621,2012
IEEE TRANSACTIONS ON INFORMATION THEORY,2.621,2012
UCLA LAW REVIEW,2.621,2012
PHYSICAL BIOLOGY,2.62,2012
ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2.618,2012
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,2.618,2012
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2.617,2012
JOURNAL OF WORLD BUSINESS,2.617,2012
Optical Materials Express,2.616,2012
RESPIRATION,2.615,2012
CONTEMPORARY PHYSICS,2.614,2012
EJSO,2.614,2012
INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,2.614,2012
HISTOCHEMISTRY AND CELL BIOLOGY,2.613,2012
SHOCK,2.612,2012
SEDIMENTOLOGY,2.611,2012
SEXUALLY TRANSMITTED INFECTIONS,2.611,2012
Anti-Cancer Agents in Medicinal Chemistry,2.61,2012
BMC IMMUNOLOGY,2.61,2012
INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,2.61,2012
PALLIATIVE MEDICINE,2.609,2012
TEXAS LAW REVIEW,2.609,2012
TRANSGENIC RESEARCH,2.609,2012
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,2.608,2012
TOPICS IN CATALYSIS,2.608,2012
MEDICAL CLINICS OF NORTH AMERICA,2.607,2012
BEHAVIOR GENETICS,2.606,2012
BEHAVIOR GENETICS,2.606,2012
Pain Practice,2.605,2012
AQUATIC SCIENCES,2.602,2012
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,2.601,2012
JOURNAL OF ECONOMIC GEOGRAPHY,2.6,2012
Clinical and Vaccine Immunology,2.598,2012
JOURNAL OF APPLIED TOXICOLOGY,2.597,2012
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,2.596,2012
CEREBELLUM,2.595,2012
DEVELOPMENTAL PSYCHOBIOLOGY,2.595,2012
Diabetes & Vascular Disease Research,2.594,2012
PEST MANAGEMENT SCIENCE,2.594,2012
SEXUALLY TRANSMITTED DISEASES,2.594,2012
SOCIOLOGICAL THEORY,2.594,2012
CLINICAL TOXICOLOGY,2.592,2012
ENZYME AND MICROBIAL TECHNOLOGY,2.592,2012
EUROPEAN JOURNAL OF PHARMACOLOGY,2.592,2012
INTERNATIONAL JOURNAL OF HYPERTHERMIA,2.591,2012
JOURNAL OF SEPARATION SCIENCE,2.591,2012
DEVELOPMENTAL DYNAMICS,2.59,2012
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,2.59,2012
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,2.589,2012
CHILD MALTREATMENT,2.589,2012
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,2.588,2012
JOURNAL OF THE ELECTROCHEMICAL SOCIETY,2.588,2012
PROTEIN ENGINEERING DESIGN & SELECTION,2.588,2012
BIOCHEMICAL SOCIETY TRANSACTIONS,2.587,2012
AMERICAN JOURNAL OF BOTANY,2.586,2012
Educational Research Review,2.586,2012
POPULATION AND ENVIRONMENT,2.585,2012
RESPIRATORY MEDICINE,2.585,2012
ANIMAL GENETICS,2.584,2012
GENESIS,2.584,2012
JOURNAL OF THE GEOLOGICAL SOCIETY,2.583,2012
REPRODUCTION FERTILITY AND DEVELOPMENT,2.583,2012
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2.583,2012
ANALYTICAL BIOCHEMISTRY,2.582,2012
CLINICS IN PERINATOLOGY,2.582,2012
BIOCHEMICAL ENGINEERING JOURNAL,2.579,2012
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,2.578,2012
Emergencias,2.578,2012
ANNALS OF BIOMEDICAL ENGINEERING,2.575,2012
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,2.575,2012
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,2.575,2012
EXPERIMENTAL AND MOLECULAR MEDICINE,2.573,2012
Neonatology,2.573,2012
European Journal of Oral Implantology,2.571,2012
IEEE Transactions on Robotics,2.571,2012
Journal of Breath Research,2.571,2012
TOURISM MANAGEMENT,2.571,2012
JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,2.57,2012
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,2.57,2012
Public Health Genomics,2.57,2012
Public Health Genomics,2.57,2012
ANNALS OF PHARMACOTHERAPY,2.567,2012
Journal of NeuroEngineering and Rehabilitation,2.567,2012
JOURNAL OF DAIRY SCIENCE,2.566,2012
JOURNAL OF MAGNETIC RESONANCE IMAGING,2.566,2012
PREVENTION SCIENCE,2.566,2012
XENOTRANSPLANTATION,2.565,2012
BMC Neurology,2.564,2012
CURRENT OPINION IN CARDIOLOGY,2.564,2012
EUROPEAN POLYMER JOURNAL,2.562,2012
RSC Advances,2.562,2012
Marine Ecology-An Evolutionary Perspective,2.561,2012
NEUROSIGNALS,2.561,2012
Estuaries and Coasts,2.56,2012
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,2.56,2012
CURRENT OPINION IN OPHTHALMOLOGY,2.557,2012
LIPIDS,2.557,2012
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,2.556,2012
INTERNATIONAL MICROBIOLOGY,2.556,2012
JOURNAL OF LIGHTWAVE TECHNOLOGY,2.555,2012
LIFE SCIENCES,2.555,2012
AJIDD-American Journal on Intellectual and Developmental Disabilities,2.554,2012
Journal of Inflammation-London,2.554,2012
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,2.553,2012
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,2.552,2012
CLINICAL JOURNAL OF PAIN,2.552,2012
GEOMORPHOLOGY,2.552,2012
JOURNAL OF RESEARCH IN SCIENCE TEACHING,2.552,2012
Journal of Cardiovascular Computed Tomography,2.552,2012
JOURNAL OF TRAUMATIC STRESS,2.55,2012
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,2.549,2012
EUROPEAN JOURNAL OF HAEMATOLOGY,2.548,2012
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS,2.548,2012
WORLD JOURNAL OF GASTROENTEROLOGY,2.547,2012
LWT-FOOD SCIENCE AND TECHNOLOGY,2.546,2012
MARINE ECOLOGY PROGRESS SERIES,2.546,2012
ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL,2.545,2012
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,2.545,2012
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,2.545,2012
LASER PHYSICS,2.545,2012
