journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
IZVESTIYA MATHEMATICS,open,84,2,1,0,0,42,0
FOOD POLICY,open,186,57,26,24,63,125,2
INTERNATIONAL JOURNAL OF APPLIED CERAMIC TECHNOLOGY,open,48,0,1,0,0,6,0
CALIDOSCOPIO,closed,4,0,0,0,0,0,0
JOURNAL OF GENETIC COUNSELING,open,231,9,39,14,2,153,5
GEOMAGNETISM AND AERONOMY,closed,929,2,1,1,0,33,2
KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE,open,25,0,1,1,0,8,0
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,open,136,7,15,8,14,74,3
STUDIES IN EDUCATIONAL EVALUATION,open,33,0,0,0,1,10,1
MOLECULAR AND CELLULAR PROBES,open,40,0,3,2,1,17,2
JOURNAL OF TERRAMECHANICS,open,31,1,2,0,0,0,0
SOUTH AFRICAN JOURNAL OF PHILOSOPHY,open,32,0,1,0,1,5,0
ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,open,4,0,0,0,0,1,0
ECUMENICAL REVIEW,open,33,0,0,0,0,5,0
FILM QUARTERLY,open,9,0,1,0,0,2,0
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,closed,71,4,1,0,0,42,1
IEEE TRANSACTIONS ON TRANSPORTATION ELECTRIFICATION,open,33,0,0,0,0,3,0
RESEARCH IN TRANSPORTATION ECONOMICS,closed,366,2,3,9,14,77,1
JOURNAL OF FAMILY BUSINESS STRATEGY,closed,143,0,11,0,0,21,2
IEEE TRANSACTIONS ON COMPUTERS,open,293,1,2,1,0,32,5
EUROPEAN JOURNAL OF NUTRITION,closed,974,75,246,98,17,558,17
AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,closed,272,5,32,7,6,79,8
ECOTOXICOLOGY,open,170,11,11,11,2,109,3
ILAR JOURNAL,closed,20,0,0,0,0,5,0
CHEMNANOMAT,closed,441,7,269,62,0,402,1
LITHIC TECHNOLOGY,closed,21,0,11,0,0,13,0
OPHTHALMIC AND PHYSIOLOGICAL OPTICS,closed,288,7,34,16,4,148,2
URBAN STUDIES,closed,1003,125,48,64,80,595,14
JOURNAL OF COMPUTATIONAL CHEMISTRY,closed,1378,26,34,23,0,511,16
SYSTEMATICS AND BIODIVERSITY,closed,260,13,33,5,0,81,16
ACTA THEOLOGICA,closed,9,0,0,0,0,0,0
ADVANCES IN CLINICAL CHEMISTRY,open,4,0,0,0,0,0,0
JACC-HEART FAILURE,open,147,19,90,44,9,142,3
JOURNAL OF ANDROLOGY,open,111,4,13,4,3,30,3
CONSERVATION BIOLOGY,closed,696,168,370,132,60,640,27
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL BEHAVIORAL PROCESSES,closed,43,0,1,0,0,10,0
QUALITY OF LIFE RESEARCH,closed,1340,19,554,21,47,829,8
AMERICAN JOURNAL OF PSYCHIATRY,open,376,167,251,195,31,347,40
INTERNATIONAL JOURNAL OF ASIAN STUDIES,open,2,0,0,0,0,2,0
SOCIAL SCIENCE HISTORY,closed,153,2,4,1,0,34,3
DEVELOPMENTAL NEUROPSYCHOLOGY,open,85,5,13,4,1,44,0
JOURNAL OF THERMAL SCIENCE AND TECHNOLOGY,open,255,0,0,0,0,2,0
REVISTA PORTUGUESA DE PNEUMOLOGIA,closed,43,1,7,0,1,15,0
CHRISTIAN BIOETHICS,open,4,0,0,0,0,2,0
BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION,closed,48,0,3,0,0,4,0
COORDINATION CHEMISTRY REVIEWS,open,175,2,7,2,0,147,2
REGULAR & CHAOTIC DYNAMICS,open,128,0,9,0,0,92,0
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,open,17,0,1,0,0,3,0
INTERNATIONAL JOURNAL OF DRUG POLICY,closed,649,69,133,101,70,601,10
AMERICAN JOURNAL OF HYPERTENSION,open,1077,44,96,71,32,435,13
JOURNAL OF APPLIED STATISTICS,open,180,1,9,5,0,49,4
ASIA LIFE SCIENCES,closed,1,0,0,0,0,0,0
TOPICS IN APPLIED PHYSICS,closed,174,0,0,0,0,1,0
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,closed,344,1,11,1,1,88,4
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES,open,333,1,2,0,0,40,1
HISTORY OF EDUCATION,closed,245,3,9,2,0,81,4
CELL BIOLOGY AND TOXICOLOGY,open,33,1,0,0,0,20,0
INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,closed,290,0,0,0,2,5,0
SOCIAL MOVEMENT STUDIES,open,40,6,5,4,0,34,3
PANCREATOLOGY,open,73,2,10,6,4,37,1
PHYSICS OF FLUIDS,open,1245,33,156,28,0,818,8
AMERICAN SCIENTIST,open,16,0,0,0,0,0,0
DIGESTION,closed,373,9,11,5,4,102,2
ZAMM-ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK,open,132,1,8,0,0,29,1
INTERPRETATION-A JOURNAL OF BIBLE AND THEOLOGY,closed,159,0,7,0,0,13,1
AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,open,116,22,24,10,18,101,5
CLINICAL PSYCHOLOGIST,closed,112,15,33,2,5,55,2
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,closed,489,5,81,9,1,461,6
AFRICAN JOURNAL OF HERPETOLOGY,open,8,2,1,1,0,2,1
TRANSLATION REVIEW,closed,94,0,3,1,0,13,0
SCIENCE & EDUCATION,closed,361,11,94,5,1,211,6
FUNGAL DIVERSITY,closed,226,3,9,4,1,43,40
MARINE BIOLOGY RESEARCH,open,67,1,4,4,2,23,2
ANNALS OF PHARMACOTHERAPY,open,52,3,10,8,2,52,1
JOURNAL OF PEPTIDE SCIENCE,open,63,0,4,8,0,22,2
COLD WAR HISTORY,closed,170,2,16,5,0,102,5
JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,open,149,0,1,0,0,27,0
OCEANIA,open,8,0,2,0,1,5,1
JOURNAL OF COUNSELING AND DEVELOPMENT,closed,325,5,27,11,6,83,11
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,closed,804,1,6,0,0,9,1
JOURNAL OF CONTROLLED RELEASE,open,942,37,73,47,4,823,18
IEEE COMPUTATIONAL INTELLIGENCE MAGAZINE,closed,105,1,4,1,0,36,6
EQUINE VETERINARY EDUCATION,open,40,1,8,1,0,13,0
BIOLOGICAL RHYTHM RESEARCH,open,12,0,2,0,0,4,0
ACI STRUCTURAL JOURNAL,open,14,0,0,0,0,0,0
SOIL & TILLAGE RESEARCH,open,87,4,1,0,5,11,0
CNS NEUROSCIENCE & THERAPEUTICS,open,163,7,20,20,1,83,4
APPLIED PHYSICS EXPRESS,closed,2575,7,51,36,0,286,5
INTERNATIONAL JOURNAL OF REMOTE SENSING,open,211,4,9,8,4,42,1
IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS,closed,115,0,2,1,0,5,1
EMERGENCY MEDICINE CLINICS OF NORTH AMERICA,closed,346,75,22,10,4,172,23
JOURNAL OF DEVELOPMENTAL ORIGINS OF HEALTH AND DISEASE,open,103,4,21,8,5,55,1
BIOTECHNOLOGY LAW REPORT,open,22,1,1,3,0,3,1
SOUTHERN AFRICAN LINGUISTICS AND APPLIED LANGUAGE STUDIES,open,17,0,1,1,0,5,0
INTERNATIONAL JOURNAL FOR PARASITOLOGY-DRUGS AND DRUG RESISTANCE,open,268,4,23,5,3,187,9
ZHURNAL OBSHCHEI BIOLOGII,closed,22,0,0,0,0,0,0
COLLOIDS AND SURFACES B-BIOINTERFACES,closed,4526,21,93,30,3,730,9
JOURNAL OF MONEY CREDIT AND BANKING,open,271,9,4,3,11,50,1
CANCER RADIOTHERAPIE,closed,762,1,8,3,4,111,2
SOIL & SEDIMENT CONTAMINATION,closed,402,0,0,2,1,8,0
MICROSCOPY,open,109,0,4,3,0,28,2
MAMMALIA,closed,394,7,15,5,0,44,18
ANNALS OF DIAGNOSTIC PATHOLOGY,closed,556,5,75,2,3,289,5
MARINE DRUGS,open,2361,47,151,129,10,1271,56
MATERIALS RESEARCH EXPRESS,closed,4242,5,48,5,0,107,1
MULTIBODY SYSTEM DYNAMICS,open,77,0,1,1,0,10,0
PERVASIVE AND MOBILE COMPUTING,open,116,0,0,1,0,30,0
JOURNAL OF ELECTROCERAMICS,open,36,0,0,0,0,3,0
CLINICAL NEURORADIOLOGY,open,24,0,0,0,0,9,0
JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,open,263,0,3,0,1,0,1
AMERICAN JOURNAL OF CRITICAL CARE,closed,47,3,10,5,0,31,0
PHILOSOPHY & PUBLIC AFFAIRS,open,15,2,1,2,0,12,0
JOURNAL OF ENERGY IN SOUTHERN AFRICA,open,82,0,0,1,2,11,0
AB IMPERIO-STUDIES OF NEW IMPERIAL HISTORY AND NATIONALISM IN THE POST-SOVIET SPACE,closed,176,0,5,2,0,5,1
JOURNAL OF PORTFOLIO MANAGEMENT,open,14,0,0,0,0,1,1
JOURNAL OF SAFETY RESEARCH,closed,381,15,26,24,26,131,1
MOKUZAI GAKKAISHI,open,168,0,0,0,0,2,0
NEUROPSYCHOLOGICAL REHABILITATION,open,77,2,11,3,3,54,2
CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,open,24,0,1,0,0,6,1
BASIC AND APPLIED ECOLOGY,open,82,7,11,3,2,52,0
EUROPEAN JOURNAL OF EDUCATION,closed,253,2,14,3,20,97,4
POLITICAL QUARTERLY,closed,346,32,86,23,12,310,6
JOURNAL OF APPROXIMATION THEORY,open,328,0,1,0,0,42,1
ACTA MATHEMATICA SINICA-ENGLISH SERIES,open,128,0,2,0,0,24,0
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,open,120,1,6,2,0,77,1
PLANT DISEASE,open,103,1,6,3,0,33,3
BULLETIN DE LA SOCIETE GEOLOGIQUE DE FRANCE,open,28,0,3,0,0,4,4
INTERNATIONAL JOURNAL OF HEAVY VEHICLE SYSTEMS,open,8,0,0,0,1,0,1
REDIA-GIORNALE DI ZOOLOGIA,open,28,0,0,1,0,0,0
JOURNAL OF SOCIAL WORK EDUCATION,closed,404,0,14,0,2,64,1
SURFACE SCIENCE REPORTS,closed,47,2,3,0,0,12,2
MANAGEMENT INTERNATIONAL REVIEW,open,51,3,1,2,1,14,1
ADVANCES IN PHYSICS,closed,13,0,0,1,0,2,0
PHYSICS OF THE SOLID STATE,open,76,1,1,0,0,22,0
RESEARCH POLICY,closed,639,27,51,29,72,371,10
PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,closed,1315,7,40,9,33,271,5
ADDICTION BIOLOGY,open,327,20,29,37,3,162,13
AUGMENTATIVE AND ALTERNATIVE COMMUNICATION,open,41,8,16,0,6,27,0
PSYCHOANALYTIC DIALOGUES,closed,422,4,26,1,0,52,0
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,open,45,10,10,7,0,31,2
RICE SCIENCE,open,67,0,4,0,0,4,0
ENVIRONMENTAL DEVELOPMENT,closed,56,1,0,0,0,23,0
LIFE-BASEL,open,3,0,0,0,0,3,0
VACUUM,open,105,0,0,0,0,14,0
POLYMER SCIENCE SERIES A,closed,687,0,1,0,0,3,0
APPLIED ENTOMOLOGY AND ZOOLOGY,closed,458,2,9,0,0,46,4
ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY,open,619,10,19,14,1,182,12
SOFTWARE QUALITY JOURNAL,open,51,0,1,0,0,23,3
PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,closed,211,0,0,0,0,0,0
JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS,open,32,0,1,0,0,8,0
ACTA CHIROPTEROLOGICA,open,15,2,5,1,0,9,2
JOURNAL OF OCEANOLOGY AND LIMNOLOGY,closed,205,8,0,1,0,4,1
JOURNAL OF INVERTEBRATE PATHOLOGY,open,114,5,7,3,2,56,4
DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,closed,338,3,74,89,3,179,1
AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY,closed,343,0,0,0,0,1,0
HISTORICAL MATERIALISM-RESEARCH IN CRITICAL MARXIST THEORY,closed,211,3,13,3,0,79,1
NEW ZEALAND JOURNAL OF ZOOLOGY,closed,151,9,34,3,4,67,12
MOLECULAR IMAGING,open,254,0,2,14,0,39,0
JOURNAL OF FOOD PROTECTION,closed,1881,60,84,57,39,553,11
JOURNAL OF WILDLIFE MANAGEMENT,closed,892,61,132,65,11,407,12
ARTHRITIS AND RHEUMATISM,open,599,19,77,49,23,334,18
CHEMICAL SCIENCE,closed,1164,142,54,74,0,208,20
INFORMATION-WISSENSCHAFT UND PRAXIS,open,58,0,0,0,0,6,1
THEORETICAL AND MATHEMATICAL PHYSICS,open,285,1,14,0,0,175,1
GRUNDWASSER,closed,130,0,0,1,0,3,0
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,closed,265,5,3,1,0,109,0
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,open,646,1,2,6,1,54,3
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,closed,176,0,1,0,0,3,0
VECTOR-BORNE AND ZOONOTIC DISEASES,closed,627,15,67,20,13,391,7
INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,open,102,5,13,6,0,54,1
ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,closed,82,0,1,0,1,7,1
WINTERTHUR PORTFOLIO-A JOURNAL OF AMERICAN MATERIAL CULTURE,open,1,0,0,0,0,0,0
JOURNAL OF SHIA ISLAMIC STUDIES,open,2,0,0,0,0,0,0
ZEITSCHRIFT FUR WIRTSCHAFTSGEOGRAPHIE,open,1,0,0,0,0,0,0
MODERN PHYSICS LETTERS A,closed,736,3,13,1,0,42,3
PHYTOTHERAPY RESEARCH,closed,1631,50,250,181,6,629,28
AMERICAN NATURALIST,closed,746,104,338,98,1,659,32
WORLD JOURNAL OF EMERGENCY SURGERY,open,369,20,46,19,1,245,8
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,open,160,34,30,9,11,75,5
EPIGENETICS & CHROMATIN,open,347,28,48,22,0,310,10
INTERNATIONAL JOURNAL OF LOW-CARBON TECHNOLOGIES,open,52,1,0,1,0,8,0
JOURNAL OF WEB ENGINEERING,closed,1,0,0,0,0,0,0
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,open,89,0,0,0,0,4,1
SEXUAL AND RELATIONSHIP THERAPY,closed,185,26,31,17,1,110,11
PSYCHOANALYTIC PSYCHOLOGY,open,10,0,0,0,0,2,0
DENTAL MATERIALS JOURNAL,open,857,1,7,0,0,57,3
MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES,open,23,0,0,1,0,3,0
JOURNAL OF THE ANATOMICAL SOCIETY OF INDIA,open,1,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF MODERN PHYSICS A,open,1525,42,266,9,0,1155,11
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,closed,795,228,139,199,9,651,42
PHARMACEUTICAL BIOLOGY,closed,770,9,52,20,1,211,7
JOURNAL OF PHARMACEUTICAL SCIENCES,open,326,3,11,3,0,83,3
HAEMOPHILIA,closed,934,4,28,19,28,234,1
PHYCOLOGIA,closed,416,10,40,20,0,40,11
DEVELOPMENTAL DISABILITIES RESEARCH REVIEWS,open,3,0,2,0,0,3,0
JOURNAL OF ORAL & FACIAL PAIN AND HEADACHE,closed,1,0,0,0,0,0,0
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,closed,191,5,123,11,0,150,2
JOURNAL OF PHYTOPATHOLOGY,open,16,0,0,0,0,5,1
HEALTH POLICY,open,314,26,106,25,55,250,5
JOURNAL OF ECONOMICS,open,70,0,0,1,0,4,2
FAMILIES SYSTEMS & HEALTH,open,39,0,4,2,1,22,1
STRUCTURE AND INFRASTRUCTURE ENGINEERING,open,88,0,1,0,0,11,1
MATHEMATIKA,open,189,3,3,0,0,128,1
AUSTRALASIAN PSYCHIATRY,closed,755,23,202,36,32,511,3
OPTICS AND LASERS IN ENGINEERING,closed,1510,2,10,6,0,45,3
CRANIO-THE JOURNAL OF CRANIOMANDIBULAR & SLEEP PRACTICE,open,5,0,2,0,0,3,0
ADVANCED ENGINEERING INFORMATICS,open,54,0,2,0,0,14,1
STUDIES IN ENGLISH LITERATURE 1500-1900,open,20,1,1,0,0,15,0
BULLETIN OF INDONESIAN ECONOMIC STUDIES,open,21,0,14,2,1,13,0
INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY,open,500,0,15,1,0,13,1
ARTMARGINS,open,9,0,0,0,0,3,0
INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,closed,149,0,1,0,0,10,3
ESSAYS IN CRITICISM,closed,116,1,1,0,0,15,2
EUROPEAN JOURNAL OF PLANT PATHOLOGY,open,217,3,9,15,3,32,5
TRENDS IN ECOLOGY & EVOLUTION,open,156,65,104,46,20,156,16
CRITICAL REVIEWS IN PLANT SCIENCES,open,21,1,3,1,0,11,2
HIGH PERFORMANCE POLYMERS,closed,776,0,4,0,0,6,0
SECURITY DIALOGUE,open,63,22,31,2,3,62,2
JOURNAL OF HOSPITAL MEDICINE,open,474,51,262,79,35,462,5
HORMONES AND BEHAVIOR,closed,754,77,109,69,11,530,24
PADDY AND WATER ENVIRONMENT,closed,374,0,7,0,5,232,1
JOURNAL OF STROKE & CEREBROVASCULAR DISEASES,closed,2799,29,153,43,26,822,8
INTERNATIONAL UROLOGY AND NEPHROLOGY,closed,1716,21,40,12,29,362,12
ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY,closed,575,6,10,5,1,371,13
SUSTAINABLE CHEMISTRY AND PHARMACY,closed,22,0,0,0,0,3,0
SUICIDE AND LIFE-THREATENING BEHAVIOR,open,81,15,14,8,7,49,1
JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,open,51,3,25,8,3,44,3
NOUVELLES QUESTIONS FEMINISTES,open,1,0,0,0,0,0,0
ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS,open,362,12,38,3,3,289,2
SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDA,open,10,0,1,0,0,2,0
NATIONAL SCIENCE REVIEW,open,156,21,20,56,2,92,11
STUDIA MUSICOLOGICA,closed,95,0,0,0,0,0,0
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,open,187,32,34,9,4,100,4
STOCHASTICS AND DYNAMICS,closed,136,0,0,0,0,0,0
FOOD AND BIOPRODUCTS PROCESSING,open,68,0,1,1,0,6,0
ASIA-PACIFIC JOURNAL OF FINANCIAL STUDIES,open,17,0,0,0,0,2,0
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,open,323,9,62,3,8,206,6
ADVANCES IN CHRONIC KIDNEY DISEASE,open,74,12,5,6,2,41,1
INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT,closed,790,4,27,14,4,261,23
SYMBOLAE OSLOENSES,closed,57,1,1,0,0,2,2
JOURNAL OF CLINICAL INVESTIGATION,closed,33,4,16,7,0,32,1
SCIENCE CHINA-CHEMISTRY,open,31,0,0,0,0,6,0
IRONMAKING & STEELMAKING,closed,648,0,1,0,1,3,0
NEUROPSYCHIATRIE,closed,64,0,3,1,0,11,0
AFRICAN INVERTEBRATES,open,136,7,24,4,1,39,10
PHYSICS TODAY,open,69,16,56,21,1,66,13
GENDER AND EDUCATION,open,61,2,7,2,2,35,5
JOURNAL OF THE ACM,closed,129,3,0,0,1,27,3
TWENTIETH CENTURY BRITISH HISTORY,closed,115,4,10,1,0,80,6
ASTROPHYSICAL BULLETIN,closed,238,2,2,0,0,8,3
JOURNAL OF INFORMATION SCIENCE,closed,318,11,12,3,0,253,2
JORNAL BRASILEIRO DE PNEUMOLOGIA,open,468,2,34,2,8,166,3
LABORATORIUMSMEDIZIN-JOURNAL OF LABORATORY MEDICINE,closed,196,0,0,0,0,3,0
JOURNAL OF INTEGRATIVE NEUROSCIENCE,closed,190,1,6,3,0,37,0
MARITIME POLICY & MANAGEMENT,closed,289,0,8,0,8,30,0
OPERATIONS RESEARCH,open,216,3,20,9,2,56,2
JOURNAL OF THE TORREY BOTANICAL SOCIETY,open,6,0,0,0,0,3,0
AQUICHAN,open,48,0,0,0,0,0,0
JOURNAL OF THE AMERICAN CERAMIC SOCIETY,open,365,3,7,7,0,40,3
MICROVASCULAR RESEARCH,open,160,2,8,5,0,43,2
LEARNED PUBLISHING,open,114,32,16,3,30,91,10
STATISTICAL METHODS IN MEDICAL RESEARCH,open,251,4,3,5,6,178,1
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,open,394,5,41,31,5,218,8
BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,closed,356,9,38,12,7,164,8
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,open,409,19,271,28,14,368,3
LASER PHYSICS LETTERS,open,188,0,8,3,0,93,0
POLICY SCIENCES,closed,117,6,5,6,14,59,5
POLITICAL ANALYSIS,closed,99,15,9,6,2,79,5
FUEL CELLS,open,76,0,1,0,0,7,0
ENTOMOLOGICAL RESEARCH,closed,323,2,7,2,2,26,4
JOURNAL OF ECT,open,23,0,19,0,0,23,1
ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA,open,709,0,12,3,0,72,2
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,closed,343,93,210,60,34,328,12
RESUSCITATION,open,321,53,94,24,32,259,5
JOURNAL OF CHILD SEXUAL ABUSE,open,34,1,2,0,4,28,0
QUALITATIVE RESEARCH,open,80,3,7,1,3,59,2
ARCHIVES OF SEXUAL BEHAVIOR,closed,801,140,166,190,27,724,64
ACM TRANSACTIONS ON DATABASE SYSTEMS,closed,128,0,2,0,1,105,1
CURRENT OPINION IN ONCOLOGY,open,71,2,11,3,2,46,3
WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,closed,229,112,76,37,40,193,6
IET CONTROL THEORY AND APPLICATIONS,open,124,0,0,0,0,15,0
THERAPEUTIC ADVANCES IN GASTROENTEROLOGY,open,345,24,38,29,3,136,16
JOURNAL OF GLOBAL HEALTH,open,263,7,14,8,17,113,1
TOPOLOGY AND ITS APPLICATIONS,closed,1028,0,1,0,0,14,0
Annual Review of Phytopathology,closed,169,14,32,12,3,115,7
CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,open,7,0,0,0,0,0,0
ADVANCES IN GEOPHYSICS,open,2,0,0,0,0,0,0
CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,closed,206,0,0,0,1,0,0
JOURNAL OF BUSINESS RESEARCH,open,373,4,16,14,3,117,8
MOLECULAR CANCER,open,1155,21,53,22,0,701,33
MICROBIOLOGY AND IMMUNOLOGY,closed,260,5,13,12,1,91,2
INTERNATIONAL JOURNAL OF CHEMICAL REACTOR ENGINEERING,closed,538,0,1,1,0,3,0
LANGUAGE CULTURE AND CURRICULUM,closed,122,1,6,0,1,26,2
MARINE TECHNOLOGY SOCIETY JOURNAL,open,13,0,0,0,0,2,0
ELECTRONIC COMMERCE RESEARCH,closed,166,0,1,0,1,20,0
JOURNAL OF HISTORICAL GEOGRAPHY,open,53,4,3,1,0,41,3
IET SYSTEMS BIOLOGY,closed,178,1,0,0,0,48,2
AERONAUTICAL JOURNAL,open,72,0,2,0,0,21,1
ACTA CIRURGICA BRASILEIRA,open,919,0,21,6,3,99,3
DATA & KNOWLEDGE ENGINEERING,open,44,0,0,0,0,10,0
POST-MEDIEVAL ARCHAEOLOGY,closed,106,0,10,1,0,40,4
POLYCYCLIC AROMATIC COMPOUNDS,closed,273,0,2,0,0,1,2
OXIDATION OF METALS,open,87,0,0,4,0,14,0
LEISURE SCIENCES,open,26,0,2,2,1,11,0
AMERICAN JOURNAL OF EDUCATION,open,16,2,1,0,1,7,0
INTERNATIONAL JOURNAL OF FOOD ENGINEERING,open,10,0,0,0,0,1,0
CULTURAL STUDIES,open,35,1,3,1,0,16,1
RECALL,open,22,0,3,3,1,12,0
MATHEMATICS AND MECHANICS OF SOLIDS,closed,435,0,0,0,0,3,0
JOURNAL OF THE INTERNATIONAL SOCIETY OF SPORTS NUTRITION,open,359,102,285,146,1,355,15
JOURNAL OF RUSSIAN LASER RESEARCH,open,63,0,0,0,0,26,0
LIFETIME DATA ANALYSIS,open,76,0,0,0,0,8,0
VICTORIAN LITERATURE AND CULTURE,open,160,0,0,0,0,18,3
RISK MANAGEMENT-JOURNAL OF RISK CRISIS AND DISASTER,closed,10,0,0,0,0,0,0
JOURNAL OF MANAGED CARE & SPECIALTY PHARMACY,closed,306,8,3,28,14,45,1
JOURNAL OF MODERN DYNAMICS,closed,1,0,0,0,0,0,0
ENTOMOLOGICAL NEWS,open,1,0,0,0,0,0,0
ANNALS OF WORK EXPOSURES AND HEALTH,closed,116,2,5,4,1,73,1
ESTUDIOS SOBRE EDUCACION,open,20,0,0,0,0,0,0
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,open,36,3,7,4,3,14,3
SOCIAL INDICATORS RESEARCH,open,438,13,47,20,31,190,8
JOURNAL OF VASCULAR SURGERY-VENOUS AND LYMPHATIC DISORDERS,closed,335,1,40,6,17,97,3
JOURNAL OF OPTICS,open,557,17,47,16,0,329,5
IET GENERATION TRANSMISSION & DISTRIBUTION,open,143,0,1,0,0,26,1
REVISTA IBEROAMERICANA DE MICOLOGIA,open,12,0,0,0,0,3,1
JOURNAL OF PLANKTON RESEARCH,closed,56,1,34,0,0,35,0
KEATS-SHELLEY REVIEW,closed,64,0,0,0,0,11,0
JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,open,83,7,13,11,5,35,0
PLAINS ANTHROPOLOGIST,closed,20,0,0,0,0,0,0
CASTANEA,open,3,0,2,1,0,1,1
JOURNAL OF GASTROENTEROLOGY,closed,650,7,29,7,11,178,6
JOURNAL OF PHYSICAL ACTIVITY & HEALTH,closed,905,13,62,35,15,229,2
HORMONE AND METABOLIC RESEARCH,closed,802,5,49,10,3,186,6
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,closed,1111,0,1,0,0,15,3
SEX EDUCATION-SEXUALITY SOCIETY AND LEARNING,open,44,5,2,4,5,32,0
HEPATOLOGY INTERNATIONAL,closed,455,4,7,3,16,86,6
TIDSSKRIFT FOR SAMFUNNSFORSKNING,closed,6,0,0,0,0,0,0
INTERNATIONAL REVIEW OF ECONOMICS EDUCATION,closed,14,0,0,0,0,10,0
GLOBAL PUBLIC HEALTH,open,215,30,50,19,15,159,9
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,open,29,1,0,0,0,17,0
REVIEW OF CENTRAL AND EAST EUROPEAN LAW,closed,90,0,1,0,0,28,1
ARQUITETURA REVISTA,closed,4,0,0,0,0,0,0
JOURNAL OF INTENSIVE CARE MEDICINE,open,29,2,6,0,1,21,0
JOURNAL OF STRUCTURAL GEOLOGY,closed,810,12,38,6,0,94,9
JOURNAL OF SOCIAL POLICY,closed,119,11,4,9,5,62,1
